id,active_ingredient,brand_name,manufacturer,therapeutic_group,pharmacological_class,drug_type,strength,dosage_form,route,indication,indication_category,side_effects,pregnancy_category,controlled_substance,otc_or_rx,food_interaction,alcohol_interaction,num_ingredients,is_combination_drug
4695,Amlodipine,Amdocal,Renata,Antihypertensive,Calcium channel blocker,Small molecule,2.5 mg,Tablet,Oral,Coronary artery disease,Cardiovascular,Headache,C,No,RX,1,1,1,0
4696,Amlodipine,Amlogard,Beximco,Antihypertensive,Calcium channel blocker,Small molecule,10 mg,Capsule,Oral,Hypertension,Cardiovascular,Headache,C,No,RX,1,1,1,0
4697,Lisinopril,Zestril,Renata,Antihypertensive,ACE inhibitor,Small molecule,5 mg,Tablet,Oral,Heart failure,Cardiovascular,Headache,D,No,RX,0,1,1,0
4698,Salbutamol,Sultolin,ACI,Bronchodilator,Beta-2 agonist,Small molecule,100 mcg/dose,Tablet,Oral,COPD,Respiratory,Tremor,C,No,RX,0,0,1,0
4699,Salbutamol,Salbu,ACI,Bronchodilator,Beta-2 agonist,Small molecule,2 mg,Inhaler,Inhalation,Bronchospasm,Respiratory,Headache,C,No,RX,0,0,1,0
4700,Losartan,Losacar,Square,Antihypertensive,ARB,Small molecule,50 mg,Tablet,Oral,Hypertension,Cardiovascular,Fatigue,D,No,RX,0,1,1,0
4701,Ibuprofen,Profen,Renata,Analgesic,NSAID,Small molecule,400 mg,Syrup,Oral,Inflammation,General,Headache,D,No,OTC,1,1,1,0
4702,Ibuprofen,Brufen,Renata,Analgesic,NSAID,Small molecule,200 mg,Syrup,Oral,Fever,General,Headache,D,No,OTC,1,1,1,0
4703,Azithromycin,Azit,Pfizer,Antibiotic,Macrolide,Small molecule,500 mg,Tablet,Oral,Respiratory infection,Infectious,Abdominal pain,B,No,RX,0,0,1,0
4704,Ibuprofen,Profen,Renata,Analgesic,NSAID,Small molecule,600 mg,Tablet,Oral,Pain,General,Dizziness,D,No,OTC,1,1,1,0
4705,Salbutamol,Ventolin,Incepta,Bronchodilator,Beta-2 agonist,Small molecule,2 mg,Inhaler,Oral,Asthma,Respiratory,Tachycardia,C,No,RX,0,0,1,0
4706,Salbutamol,Sultolin,ACI,Bronchodilator,Beta-2 agonist,Small molecule,2 mg,Tablet,Oral,COPD,Respiratory,Palpitation,C,No,RX,0,0,1,0
4707,Cetirizine,Alatrol,Incepta,Antihistamine,H1 antagonist,Small molecule,5 mg,Capsule,Oral,Urticaria,General,Headache,B,No,OTC,0,1,1,0
4708,Atorvastatin,Storvas,Pfizer,Lipid-lowering,Statin,Small molecule,80 mg,Tablet,Oral,Hypercholesterolemia,Cardiovascular,Headache,X,No,RX,1,1,1,0
4709,Ciprofloxacin,Bacquinor,Bayer,Antibiotic,Fluoroquinolone,Small molecule,250 mg,Syrup,IV,Urinary tract infection,Infectious,Headache,C,No,RX,1,0,1,0
4710,Insulin Glargine,Lantus,Sanofi,Antidiabetic,Long-acting insulin,Biologic,300 IU/ml,Injection,Subcutaneous,Type 1 diabetes,Endocrine,Injection site reaction,C,No,RX,1,1,1,0
4711,Amlodipine,Amlogard,Square,Antihypertensive,Calcium channel blocker,Small molecule,10 mg,Tablet,Oral,Hypertension,Cardiovascular,Flushing,C,No,RX,1,1,1,0
4712,Losartan,Cozaar,Beximco,Antihypertensive,ARB,Small molecule,50 mg,Tablet,Oral,Diabetic nephropathy,Cardiovascular,Fatigue,D,No,RX,0,1,1,0
4713,Omeprazole,Seclo,AstraZeneca,Antacid,Proton pump inhibitor,Small molecule,10 mg,Injection,IV,GERD,Gastrointestinal,Headache,C,No,OTC,1,0,1,0
4714,Amoxicillin + Clavulanate,Clavam,Square,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,375 mg,Syrup,Oral,Respiratory infection,Infectious,Diarrhea,B,No,RX,0,0,2,1
4715,Amlodipine,Amdocal,Renata,Antihypertensive,Calcium channel blocker,Small molecule,10 mg,Capsule,Oral,Coronary artery disease,Cardiovascular,Edema,C,No,RX,1,1,1,0
4716,Azithromycin,Azit,ACI,Antibiotic,Macrolide,Small molecule,500 mg,Capsule,Oral,Respiratory infection,Infectious,Abdominal pain,B,No,RX,0,0,1,0
4717,Losartan,Losacar,Beximco,Antihypertensive,ARB,Small molecule,25 mg,Tablet,Oral,Heart failure,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
4718,Fluoxetine,Fluoxin,Renata,Antidepressant,SSRI,Small molecule,40 mg,Tablet,Oral,Panic disorder,Neurological,Nausea,C,No,RX,0,1,1,0
4719,Salbutamol,Brodil,GSK,Bronchodilator,Beta-2 agonist,Small molecule,4 mg,Tablet,Inhalation,Bronchospasm,Respiratory,Tremor,C,No,RX,0,0,1,0
4720,Azithromycin,Zimax,ACI,Antibiotic,Macrolide,Small molecule,500 mg,Capsule,Oral,Infection,Infectious,Vomiting,B,No,RX,0,0,1,0
4721,Fluoxetine,Depzac,Eli Lilly,Antidepressant,SSRI,Small molecule,10 mg,Capsule,Oral,Depression,Neurological,Headache,C,No,RX,0,1,1,0
4722,Cetirizine,Alatrol,Beximco,Antihistamine,H1 antagonist,Small molecule,5 mg,Syrup,Oral,Urticaria,General,Fatigue,B,No,OTC,0,1,1,0
4723,Paracetamol,Napa,ACI,Analgesic,Para-aminophenol,Small molecule,250 mg/5ml,Capsule,IV,Pain,General,Rash,A,No,OTC,0,1,1,0
4724,Amoxicillin + Clavulanate,Moxaclave,Incepta,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,625 mg,Syrup,Oral,Respiratory infection,Infectious,Diarrhea,B,No,RX,0,0,2,1
4725,Salbutamol,Ventolin,ACI,Bronchodilator,Beta-2 agonist,Small molecule,2 mg,Tablet,Inhalation,COPD,Respiratory,Tachycardia,C,No,RX,0,0,1,0
4726,Paracetamol,Renova,ACI,Analgesic,Para-aminophenol,Small molecule,1000 mg,Syrup,Oral,Pain,General,Nausea,A,No,OTC,0,1,1,0
4727,Azithromycin,Azit,Pfizer,Antibiotic,Macrolide,Small molecule,200 mg/5ml,Capsule,Oral,Respiratory infection,Infectious,Abdominal pain,B,No,RX,0,0,1,0
4728,Salbutamol,Sultolin,GSK,Bronchodilator,Beta-2 agonist,Small molecule,100 mcg/dose,Syrup,Inhalation,COPD,Respiratory,Tremor,C,No,RX,0,0,1,0
4729,Insulin Glargine,Glaritus,Novo Nordisk,Antidiabetic,Long-acting insulin,Biologic,100 IU/ml,Injection,Subcutaneous,Type 1 diabetes,Endocrine,Weight gain,C,No,RX,1,1,1,0
4730,Azithromycin,Azit,ACI,Antibiotic,Macrolide,Small molecule,500 mg,Capsule,Oral,Skin infection,Infectious,Vomiting,B,No,RX,0,0,1,0
4731,Atorvastatin,Storvas,Square,Lipid-lowering,Statin,Small molecule,10 mg,Tablet,Oral,Hypercholesterolemia,Cardiovascular,Nausea,X,No,RX,1,1,1,0
4732,Omeprazole,Prilosec,Incepta,Antacid,Proton pump inhibitor,Small molecule,20 mg,Tablet,IV,GERD,Gastrointestinal,Diarrhea,C,No,OTC,1,0,1,0
4733,Paracetamol,Napa,ACI,Analgesic,Para-aminophenol,Small molecule,125 mg/5ml,Capsule,IV,Pain,General,Nausea,A,No,OTC,0,1,1,0
4734,Metformin,Obimet,ACI,Antidiabetic,Biguanide,Small molecule,850 mg,Tablet,Oral,Insulin resistance,Endocrine,Nausea,B,No,RX,1,1,1,0
4735,Cetirizine,Alatrol,Beximco,Antihistamine,H1 antagonist,Small molecule,10 mg,Syrup,Oral,Allergy,General,Fatigue,B,No,OTC,0,1,1,0
4736,Azithromycin,Zimax,ACI,Antibiotic,Macrolide,Small molecule,200 mg/5ml,Syrup,Oral,Skin infection,Infectious,Nausea,B,No,RX,0,0,1,0
4737,Paracetamol,Panadol,Square,Analgesic,Para-aminophenol,Small molecule,250 mg/5ml,Capsule,Oral,Pain,General,Rash,A,No,OTC,0,1,1,0
4738,Ibuprofen,Profen,Renata,Analgesic,NSAID,Small molecule,600 mg,Capsule,Oral,Inflammation,General,Dizziness,D,No,OTC,1,1,1,0
4739,Salbutamol,Salbu,Incepta,Bronchodilator,Beta-2 agonist,Small molecule,2 mg,Inhaler,Inhalation,Asthma,Respiratory,Tachycardia,C,No,RX,0,0,1,0
4740,Lisinopril,Listril,AstraZeneca,Antihypertensive,ACE inhibitor,Small molecule,10 mg,Tablet,Oral,Post-MI,Cardiovascular,Headache,D,No,RX,0,1,1,0
4741,Azithromycin,Zithromax,Square,Antibiotic,Macrolide,Small molecule,250 mg,Syrup,Oral,Infection,Infectious,Abdominal pain,B,No,RX,0,0,1,0
4742,Metformin,Obimet,Incepta,Antidiabetic,Biguanide,Small molecule,850 mg,Capsule,Oral,Insulin resistance,Endocrine,Abdominal pain,B,No,RX,1,1,1,0
4743,Azithromycin,Azit,Incepta,Antibiotic,Macrolide,Small molecule,500 mg,Tablet,Oral,Skin infection,Infectious,Abdominal pain,B,No,RX,0,0,1,0
4744,Ciprofloxacin,Cipro,Renata,Antibiotic,Fluoroquinolone,Small molecule,500 mg,Tablet,Oral,Respiratory infection,Infectious,Nausea,C,No,RX,1,0,1,0
4745,Fluoxetine,Flutin,Beximco,Antidepressant,SSRI,Small molecule,40 mg,Capsule,Oral,Depression,Neurological,Insomnia,C,No,RX,0,1,1,0
4746,Azithromycin,Azit,Incepta,Antibiotic,Macrolide,Small molecule,250 mg,Capsule,Oral,Respiratory infection,Infectious,Vomiting,B,No,RX,0,0,1,0
4747,Metformin,Glucophage,Renata,Antidiabetic,Biguanide,Small molecule,500 mg,Tablet,Oral,Diabetes,Endocrine,Vomiting,B,No,RX,1,1,1,0
4748,Metformin,Obimet,Beximco,Antidiabetic,Biguanide,Small molecule,850 mg,Capsule,Oral,Insulin resistance,Endocrine,Diarrhea,B,No,RX,1,1,1,0
4749,Atorvastatin,Storvas,Pfizer,Lipid-lowering,Statin,Small molecule,20 mg,Tablet,Oral,Hypercholesterolemia,Cardiovascular,Headache,X,No,RX,1,1,1,0
4750,Fluoxetine,Fluoxin,Renata,Antidepressant,SSRI,Small molecule,40 mg,Tablet,Oral,Depression,Neurological,Nausea,C,No,RX,0,1,1,0
4751,Salbutamol,Brodil,Incepta,Bronchodilator,Beta-2 agonist,Small molecule,4 mg,Syrup,Oral,COPD,Respiratory,Palpitation,C,No,RX,0,0,1,0
4752,Lisinopril,Listril,Square,Antihypertensive,ACE inhibitor,Small molecule,5 mg,Tablet,Oral,Hypertension,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
4753,Insulin Glargine,Basalin,Novo Nordisk,Antidiabetic,Long-acting insulin,Biologic,300 IU/ml,Injection,Subcutaneous,Diabetes,Endocrine,Injection site reaction,C,No,RX,1,1,1,0
4754,Lisinopril,Lisinace,Square,Antihypertensive,ACE inhibitor,Small molecule,10 mg,Tablet,Oral,Post-MI,Cardiovascular,Dry cough,D,No,RX,0,1,1,0
4755,Lisinopril,Listril,Renata,Antihypertensive,ACE inhibitor,Small molecule,20 mg,Tablet,Oral,Heart failure,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
4756,Fluoxetine,Flutin,Eli Lilly,Antidepressant,SSRI,Small molecule,20 mg,Capsule,Oral,Depression,Neurological,Headache,C,No,RX,0,1,1,0
4757,Ibuprofen,Profen,Incepta,Analgesic,NSAID,Small molecule,600 mg,Syrup,Oral,Inflammation,General,Nausea,D,No,OTC,1,1,1,0
4758,Fluoxetine,Flutin,Beximco,Antidepressant,SSRI,Small molecule,40 mg,Tablet,Oral,Depression,Neurological,Insomnia,C,No,RX,0,1,1,0
4759,Paracetamol,Ace,Renata,Analgesic,Para-aminophenol,Small molecule,500 mg,Syrup,IV,Pain,General,Nausea,A,No,OTC,0,1,1,0
4760,Metformin,Obimet,ACI,Antidiabetic,Biguanide,Small molecule,850 mg,Capsule,Oral,Diabetes,Endocrine,Diarrhea,B,No,RX,1,1,1,0
4761,Omeprazole,Prilosec,ACI,Antacid,Proton pump inhibitor,Small molecule,10 mg,Capsule,IV,Acid reflux,Gastrointestinal,Abdominal pain,C,No,OTC,1,0,1,0
4762,Ciprofloxacin,Bacquinor,Square,Antibiotic,Fluoroquinolone,Small molecule,250 mg,Tablet,Oral,Urinary tract infection,Infectious,Headache,C,No,RX,1,0,1,0
4763,Azithromycin,Zimax,Incepta,Antibiotic,Macrolide,Small molecule,250 mg,Syrup,Oral,Skin infection,Infectious,Abdominal pain,B,No,RX,0,0,1,0
4764,Metformin,Formet,Square,Antidiabetic,Biguanide,Small molecule,500 mg,Capsule,Oral,Insulin resistance,Endocrine,Abdominal pain,B,No,RX,1,1,1,0
4765,Insulin Glargine,Glaritus,Novo Nordisk,Antidiabetic,Long-acting insulin,Biologic,100 IU/ml,Injection,Subcutaneous,Type 1 diabetes,Endocrine,Weight gain,C,No,RX,1,1,1,0
4766,Lisinopril,Prinivil,Renata,Antihypertensive,ACE inhibitor,Small molecule,5 mg,Tablet,Oral,Post-MI,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
4767,Insulin Glargine,Toujeo,Novo Nordisk,Antidiabetic,Long-acting insulin,Biologic,300 IU/ml,Injection,Subcutaneous,Type 1 diabetes,Endocrine,Injection site reaction,C,No,RX,1,1,1,0
4768,Fluoxetine,Flutin,Square,Antidepressant,SSRI,Small molecule,40 mg,Tablet,Oral,Depression,Neurological,Nausea,C,No,RX,0,1,1,0
4769,Atorvastatin,Atocor,Renata,Lipid-lowering,Statin,Small molecule,80 mg,Tablet,Oral,Cardiovascular disease prevention,Cardiovascular,Diarrhea,X,No,RX,1,1,1,0
4770,Omeprazole,Seclo,Square,Antacid,Proton pump inhibitor,Small molecule,10 mg,Injection,Oral,Acid reflux,Gastrointestinal,Abdominal pain,C,No,OTC,1,0,1,0
4771,Losartan,Cozaar,Novartis,Antihypertensive,ARB,Small molecule,50 mg,Tablet,Oral,Hypertension,Cardiovascular,Fatigue,D,No,RX,0,1,1,0
4772,Metformin,Formet,Square,Antidiabetic,Biguanide,Small molecule,850 mg,Tablet,Oral,Insulin resistance,Endocrine,Abdominal pain,B,No,RX,1,1,1,0
4773,Salbutamol,Ventolin,Square,Bronchodilator,Beta-2 agonist,Small molecule,2 mg,Syrup,Inhalation,Bronchospasm,Respiratory,Palpitation,C,No,RX,0,0,1,0
4774,Losartan,Cozaar,Novartis,Antihypertensive,ARB,Small molecule,50 mg,Tablet,Oral,Diabetic nephropathy,Cardiovascular,Cough,D,No,RX,0,1,1,0
4775,Paracetamol,Panadol,Beximco,Analgesic,Para-aminophenol,Small molecule,1000 mg,Tablet,Oral,Fever,General,Hepatotoxicity (overdose),A,No,OTC,0,1,1,0
4776,Metformin,Glycomet,Square,Antidiabetic,Biguanide,Small molecule,1000 mg,Tablet,Oral,Diabetes,Endocrine,Nausea,B,No,RX,1,1,1,0
4777,Ciprofloxacin,Cipro,Square,Antibiotic,Fluoroquinolone,Small molecule,500 mg,Injection,Oral,Respiratory infection,Infectious,Nausea,C,No,RX,1,0,1,0
4778,Insulin Glargine,Basalin,Incepta,Antidiabetic,Long-acting insulin,Biologic,100 IU/ml,Injection,Subcutaneous,Type 2 diabetes,Endocrine,Injection site reaction,C,No,RX,1,1,1,0
4779,Cetirizine,Zyrtec,Incepta,Antihistamine,H1 antagonist,Small molecule,5 mg,Syrup,Oral,Urticaria,General,Headache,B,No,OTC,0,1,1,0
4780,Ciprofloxacin,Cipro,Square,Antibiotic,Fluoroquinolone,Small molecule,250 mg,Syrup,Oral,Infection,Infectious,Nausea,C,No,RX,1,0,1,0
4781,Cetirizine,Alatrol,Square,Antihistamine,H1 antagonist,Small molecule,5 mg,Syrup,Oral,Allergic rhinitis,General,Drowsiness,B,No,OTC,0,1,1,0
4782,Amlodipine,Norvasc,Renata,Antihypertensive,Calcium channel blocker,Small molecule,5 mg,Capsule,Oral,Hypertension,Cardiovascular,Flushing,C,No,RX,1,1,1,0
4783,Ciprofloxacin,Ciprosin,Bayer,Antibiotic,Fluoroquinolone,Small molecule,500 mg,Injection,Oral,Infection,Infectious,Diarrhea,C,No,RX,1,0,1,0
4784,Fluoxetine,Fluoxin,Beximco,Antidepressant,SSRI,Small molecule,20 mg,Capsule,Oral,OCD,Neurological,Nausea,C,No,RX,0,1,1,0
4785,Losartan,Losartan-MSD,Square,Antihypertensive,ARB,Small molecule,50 mg,Tablet,Oral,Hypertension,Cardiovascular,Fatigue,D,No,RX,0,1,1,0
4786,Metformin,Glucophage,Incepta,Antidiabetic,Biguanide,Small molecule,500 mg,Tablet,Oral,Insulin resistance,Endocrine,Nausea,B,No,RX,1,1,1,0
4787,Paracetamol,Tylenol,ACI,Analgesic,Para-aminophenol,Small molecule,250 mg/5ml,Capsule,IV,Fever,General,Hepatotoxicity (overdose),A,No,OTC,0,1,1,0
4788,Paracetamol,Ace,Incepta,Analgesic,Para-aminophenol,Small molecule,500 mg,Tablet,Oral,Fever,General,Hepatotoxicity (overdose),A,No,OTC,0,1,1,0
4789,Amoxicillin + Clavulanate,Clavam,Incepta,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,1000 mg,Tablet,Oral,Sinusitis,Infectious,Nausea,B,No,RX,0,0,2,1
4790,Atorvastatin,Storvas,Beximco,Lipid-lowering,Statin,Small molecule,20 mg,Tablet,Oral,Hypercholesterolemia,Cardiovascular,Nausea,X,No,RX,1,1,1,0
4791,Azithromycin,Zimax,Square,Antibiotic,Macrolide,Small molecule,250 mg,Capsule,Oral,Infection,Infectious,Vomiting,B,No,RX,0,0,1,0
4792,Metformin,Formet,Incepta,Antidiabetic,Biguanide,Small molecule,850 mg,Capsule,Oral,Insulin resistance,Endocrine,Abdominal pain,B,No,RX,1,1,1,0
4793,Salbutamol,Salbu,ACI,Bronchodilator,Beta-2 agonist,Small molecule,100 mcg/dose,Tablet,Inhalation,Asthma,Respiratory,Palpitation,C,No,RX,0,0,1,0
4794,Cetirizine,Rinil,Square,Antihistamine,H1 antagonist,Small molecule,5 mg,Tablet,Oral,Urticaria,General,Dry mouth,B,No,OTC,0,1,1,0
4795,Salbutamol,Sultolin,Incepta,Bronchodilator,Beta-2 agonist,Small molecule,2 mg,Inhaler,Oral,Asthma,Respiratory,Tremor,C,No,RX,0,0,1,0
4796,Atorvastatin,Storvas,Pfizer,Lipid-lowering,Statin,Small molecule,10 mg,Tablet,Oral,Hypercholesterolemia,Cardiovascular,Nausea,X,No,RX,1,1,1,0
4797,Metformin,Glycomet,ACI,Antidiabetic,Biguanide,Small molecule,1000 mg,Capsule,Oral,Diabetes,Endocrine,Nausea,B,No,RX,1,1,1,0
4798,Paracetamol,Tylenol,Incepta,Analgesic,Para-aminophenol,Small molecule,500 mg,Tablet,Oral,Fever,General,Nausea,A,No,OTC,0,1,1,0
4799,Insulin Glargine,Glaritus,Novo Nordisk,Antidiabetic,Long-acting insulin,Biologic,100 IU/ml,Injection,Subcutaneous,Type 1 diabetes,Endocrine,Injection site reaction,C,No,RX,1,1,1,0
4800,Cetirizine,Zyrtec,Beximco,Antihistamine,H1 antagonist,Small molecule,10 mg,Tablet,Oral,Allergic rhinitis,General,Fatigue,B,No,OTC,0,1,1,0
4801,Losartan,Losatin,MSD,Antihypertensive,ARB,Small molecule,50 mg,Tablet,Oral,Heart failure,Cardiovascular,Fatigue,D,No,RX,0,1,1,0
4802,Azithromycin,Azit,Incepta,Antibiotic,Macrolide,Small molecule,250 mg,Capsule,Oral,Respiratory infection,Infectious,Vomiting,B,No,RX,0,0,1,0
4803,Atorvastatin,Storvas,Renata,Lipid-lowering,Statin,Small molecule,20 mg,Tablet,Oral,Cardiovascular disease prevention,Cardiovascular,Diarrhea,X,No,RX,1,1,1,0
4804,Lisinopril,Prinivil,Merck,Antihypertensive,ACE inhibitor,Small molecule,20 mg,Tablet,Oral,Hypertension,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
4805,Lisinopril,Zestril,Renata,Antihypertensive,ACE inhibitor,Small molecule,20 mg,Tablet,Oral,Post-MI,Cardiovascular,Dry cough,D,No,RX,0,1,1,0
4806,Ciprofloxacin,Ciprosin,Bayer,Antibiotic,Fluoroquinolone,Small molecule,750 mg,Injection,IV,Urinary tract infection,Infectious,Diarrhea,C,No,RX,1,0,1,0
4807,Cetirizine,Zyrtec,ACI,Antihistamine,H1 antagonist,Small molecule,10 mg,Capsule,Oral,Allergy,General,Headache,B,No,OTC,0,1,1,0
4808,Ciprofloxacin,Cipro,Renata,Antibiotic,Fluoroquinolone,Small molecule,250 mg,Syrup,Oral,Urinary tract infection,Infectious,Dizziness,C,No,RX,1,0,1,0
4809,Amoxicillin + Clavulanate,Moxaclave,GSK,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,1000 mg,Tablet,Oral,Infection,Infectious,Nausea,B,No,RX,0,0,2,1
4810,Amlodipine,Amcard,Renata,Antihypertensive,Calcium channel blocker,Small molecule,2.5 mg,Capsule,Oral,Coronary artery disease,Cardiovascular,Edema,C,No,RX,1,1,1,0
4811,Omeprazole,Losectil,Incepta,Antacid,Proton pump inhibitor,Small molecule,20 mg,Capsule,IV,Acid reflux,Gastrointestinal,Nausea,C,No,OTC,1,0,1,0
4812,Paracetamol,Panadol,Beximco,Analgesic,Para-aminophenol,Small molecule,500 mg,Syrup,IV,Fever,General,Rash,A,No,OTC,0,1,1,0
4813,Amlodipine,Amlogard,Beximco,Antihypertensive,Calcium channel blocker,Small molecule,2.5 mg,Tablet,Oral,Angina,Cardiovascular,Headache,C,No,RX,1,1,1,0
4814,Metformin,Formet,Renata,Antidiabetic,Biguanide,Small molecule,850 mg,Tablet,Oral,Diabetes,Endocrine,Nausea,B,No,RX,1,1,1,0
4815,Amlodipine,Amcard,Renata,Antihypertensive,Calcium channel blocker,Small molecule,2.5 mg,Capsule,Oral,Hypertension,Cardiovascular,Headache,C,No,RX,1,1,1,0
4816,Ibuprofen,Advil,Incepta,Analgesic,NSAID,Small molecule,600 mg,Syrup,Oral,Fever,General,Dizziness,D,No,OTC,1,1,1,0
4817,Metformin,Obimet,Beximco,Antidiabetic,Biguanide,Small molecule,1000 mg,Capsule,Oral,Insulin resistance,Endocrine,Abdominal pain,B,No,RX,1,1,1,0
4818,Lisinopril,Prinivil,Merck,Antihypertensive,ACE inhibitor,Small molecule,10 mg,Tablet,Oral,Post-MI,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
4819,Omeprazole,Losectil,AstraZeneca,Antacid,Proton pump inhibitor,Small molecule,20 mg,Tablet,Oral,GERD,Gastrointestinal,Headache,C,No,OTC,1,0,1,0
4820,Lisinopril,Prinivil,Square,Antihypertensive,ACE inhibitor,Small molecule,10 mg,Tablet,Oral,Hypertension,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
4821,Ibuprofen,Profen,ACI,Analgesic,NSAID,Small molecule,600 mg,Capsule,Oral,Fever,General,Dizziness,D,No,OTC,1,1,1,0
4822,Atorvastatin,Storvas,Beximco,Lipid-lowering,Statin,Small molecule,10 mg,Tablet,Oral,Hypercholesterolemia,Cardiovascular,Headache,X,No,RX,1,1,1,0
4823,Metformin,Glycomet,Renata,Antidiabetic,Biguanide,Small molecule,500 mg,Tablet,Oral,Insulin resistance,Endocrine,Diarrhea,B,No,RX,1,1,1,0
4824,Ibuprofen,Brufen,ACI,Analgesic,NSAID,Small molecule,600 mg,Syrup,Oral,Fever,General,Nausea,D,No,OTC,1,1,1,0
4825,Salbutamol,Sultolin,ACI,Bronchodilator,Beta-2 agonist,Small molecule,2 mg,Syrup,Inhalation,Bronchospasm,Respiratory,Headache,C,No,RX,0,0,1,0
4826,Cetirizine,Cetrizin,Beximco,Antihistamine,H1 antagonist,Small molecule,5 mg,Capsule,Oral,Allergy,General,Drowsiness,B,No,OTC,0,1,1,0
4827,Fluoxetine,Flutin,Eli Lilly,Antidepressant,SSRI,Small molecule,40 mg,Capsule,Oral,OCD,Neurological,Headache,C,No,RX,0,1,1,0
4828,Amoxicillin + Clavulanate,Augmentin,Square,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,625 mg,Syrup,Oral,Infection,Infectious,Vomiting,B,No,RX,0,0,2,1
4829,Insulin Glargine,Glaritus,Incepta,Antidiabetic,Long-acting insulin,Biologic,300 IU/ml,Injection,Subcutaneous,Type 2 diabetes,Endocrine,Hypoglycemia,C,No,RX,1,1,1,0
4830,Amlodipine,Amlogard,Beximco,Antihypertensive,Calcium channel blocker,Small molecule,2.5 mg,Tablet,Oral,Hypertension,Cardiovascular,Headache,C,No,RX,1,1,1,0
4831,Fluoxetine,Depzac,Beximco,Antidepressant,SSRI,Small molecule,10 mg,Tablet,Oral,Panic disorder,Neurological,Headache,C,No,RX,0,1,1,0
4832,Lisinopril,Prinivil,Renata,Antihypertensive,ACE inhibitor,Small molecule,10 mg,Tablet,Oral,Hypertension,Cardiovascular,Headache,D,No,RX,0,1,1,0
4833,Ciprofloxacin,Cipro,Square,Antibiotic,Fluoroquinolone,Small molecule,250 mg,Syrup,IV,Urinary tract infection,Infectious,Dizziness,C,No,RX,1,0,1,0
4834,Metformin,Glucophage,Renata,Antidiabetic,Biguanide,Small molecule,500 mg,Capsule,Oral,Diabetes,Endocrine,Nausea,B,No,RX,1,1,1,0
4835,Metformin,Glucophage,ACI,Antidiabetic,Biguanide,Small molecule,500 mg,Capsule,Oral,Insulin resistance,Endocrine,Abdominal pain,B,No,RX,1,1,1,0
4836,Metformin,Formet,Beximco,Antidiabetic,Biguanide,Small molecule,850 mg,Tablet,Oral,Diabetes,Endocrine,Abdominal pain,B,No,RX,1,1,1,0
4837,Azithromycin,Azit,ACI,Antibiotic,Macrolide,Small molecule,200 mg/5ml,Capsule,Oral,Infection,Infectious,Abdominal pain,B,No,RX,0,0,1,0
4838,Ibuprofen,Advil,Square,Analgesic,NSAID,Small molecule,400 mg,Tablet,Oral,Fever,General,Gastric irritation,D,No,OTC,1,1,1,0
4839,Fluoxetine,Flutin,Renata,Antidepressant,SSRI,Small molecule,10 mg,Tablet,Oral,OCD,Neurological,Insomnia,C,No,RX,0,1,1,0
4840,Atorvastatin,Storvas,Beximco,Lipid-lowering,Statin,Small molecule,40 mg,Tablet,Oral,Hypercholesterolemia,Cardiovascular,Headache,X,No,RX,1,1,1,0
4841,Ibuprofen,Nurofen,ACI,Analgesic,NSAID,Small molecule,400 mg,Tablet,Oral,Fever,General,Dizziness,D,No,OTC,1,1,1,0
4842,Insulin Glargine,Toujeo,Sanofi,Antidiabetic,Long-acting insulin,Biologic,100 IU/ml,Injection,Subcutaneous,Type 2 diabetes,Endocrine,Injection site reaction,C,No,RX,1,1,1,0
4843,Metformin,Formet,Renata,Antidiabetic,Biguanide,Small molecule,850 mg,Tablet,Oral,Diabetes,Endocrine,Vomiting,B,No,RX,1,1,1,0
4844,Paracetamol,Renova,ACI,Analgesic,Para-aminophenol,Small molecule,1000 mg,Syrup,Oral,Pain,General,Nausea,A,No,OTC,0,1,1,0
4845,Ibuprofen,Nurofen,Square,Analgesic,NSAID,Small molecule,200 mg,Syrup,Oral,Fever,General,Gastric irritation,D,No,OTC,1,1,1,0
4846,Salbutamol,Brodil,Incepta,Bronchodilator,Beta-2 agonist,Small molecule,4 mg,Inhaler,Inhalation,Asthma,Respiratory,Tremor,C,No,RX,0,0,1,0
4847,Ciprofloxacin,Flocin,Incepta,Antibiotic,Fluoroquinolone,Small molecule,750 mg,Syrup,Oral,Urinary tract infection,Infectious,Diarrhea,C,No,RX,1,0,1,0
4848,Atorvastatin,Lipitor,Beximco,Lipid-lowering,Statin,Small molecule,80 mg,Tablet,Oral,Cardiovascular disease prevention,Cardiovascular,Nausea,X,No,RX,1,1,1,0
